OBJID,RADEG,DECDEG,MAG0,PRI
201585103,163.208499,1.813194,13.3189993,1.0
201586329,162.671013,1.831257,13.1159992,1.0
201590510,162.604363,1.897225,13.2039995,1.0
201593031,162.546748,1.936054,13.8769999,1.0
201593798,166.872836,1.948334,12.5339994,1.0
201594287,166.725865,1.955526,5.7740002,1.0
201594741,166.687786,1.962171,12.198,1.0
201595246,165.905889,1.970248,13.198,1.0
201595872,165.872397,1.980531,13.9819994,1.0
201596068,166.019025,1.983436,13.8870001,1.0
201597691,166.322498,2.008811,13.1309996,1.0
201597846,166.409527,2.010999,12.375,1.0
201598306,166.070198,2.017809,13.1759996,1.0
201598400,165.959022,2.019204,12.0780001,1.0
201599084,165.675242,2.030048,13.3129997,1.0
201599087,166.823586,2.030107,11.1419992,1.0
201599258,166.127714,2.03263,13.0959997,1.0
201599690,165.632614,2.039089,13.927,1.0
201600457,166.788334,2.05092,13.2739992,1.0
201600465,166.083432,2.051035,13.3139992,1.0
201600876,166.744237,2.057007,13.4239998,1.0
201600958,166.442068,2.058265,12.4029999,1.0
201601680,165.393463,2.069153,13.0339994,1.0
201602097,166.810585,2.075393,12.8189993,1.0
201603123,166.499757,2.091349,13.2690001,1.0
201603384,165.942651,2.09544,13.2690001,1.0
201603787,165.613416,2.10132,11.2729998,1.0
201604582,166.118248,2.113465,13.3139992,1.0
201605184,166.098165,2.122772,11.5289993,1.0
201605340,166.760569,2.125441,11.4749994,1.0
201605397,166.210269,2.12639,13.1399994,1.0
201606042,164.843046,2.136974,12.9369993,1.0
201606266,166.324046,2.140319,13.7779999,1.0
201606926,165.452838,2.150602,10.4989996,1.0
201607530,165.860462,2.160156,11.5559998,1.0
201609082,164.638872,2.184442,13.5219994,1.0
201609387,165.574547,2.189534,9.0579996,1.0
201609722,165.854317,2.194474,12.4579992,1.0
201609758,164.749359,2.195072,9.3659992,1.0
201609912,165.247571,2.197326,13.3119993,1.0
201610718,166.465396,2.209415,11.6949997,1.0
201611207,165.463535,2.217022,13.1779995,1.0
201611821,165.034892,2.226388,9.2559996,1.0
201612031,166.636803,2.229394,10.4279995,1.0
201613478,164.834564,2.252233,10.4089994,1.0
201613485,164.651907,2.252384,13.2620001,1.0
201614244,165.31868,2.263825,13.3239994,1.0
201614288,165.044815,2.264411,13.6659994,1.0
201614555,166.72065,2.268298,12.5249996,1.0
201614996,166.25495,2.275307,12.0509996,1.0
201615579,166.779918,2.284312,13.2719994,1.0
201616342,166.820436,2.296537,12.2679996,1.0
201616398,166.017826,2.297244,11.5439997,1.0
201616906,164.850097,2.305402,11.6779995,1.0
201617607,165.436343,2.315647,13.441,1.0
201617646,164.914279,2.31634,13.4699993,1.0
201618110,165.097433,2.323519,12.4169998,1.0
201619002,165.233139,2.337036,11.4159994,1.0
201619282,164.923659,2.341496,12.7159996,1.0
201619558,166.090579,2.346077,12.6969995,1.0
201619644,165.960958,2.347371,13.6419992,1.0
201619649,164.755456,2.347446,12.9109993,1.0
201620513,166.490138,2.360788,13.2919998,1.0
201620692,166.406681,2.363505,9.5969992,1.0
201620724,166.443205,2.364133,10.8989992,1.0
201620783,166.10285,2.364752,12.6479998,1.0
201621606,165.53478,2.37695,13.0279999,1.0
201621650,166.246902,2.37763,12.4839993,1.0
201621719,165.134672,2.378503,11.5899992,1.0
201622060,165.972215,2.384079,12.0529995,1.0
201622165,164.898385,2.385792,11.9699993,1.0
201622295,166.214512,2.38781,13.79,1.0
201623069,166.565791,2.398565,8.9019995,1.0
201623145,165.563287,2.399898,13.4039993,1.0
201623257,165.352981,2.401324,12.7079992,1.0
201623603,165.40178,2.406807,11.4629993,1.0
201623924,166.80525,2.412153,11.2299995,1.0
201624188,165.217351,2.416491,11.8719997,1.0
201625204,166.003561,2.43235,10.323,1.0
201626695,166.899359,2.456076,11.5159998,1.0
201626995,166.424026,2.46082,12.8849993,1.0
201627734,166.10702,2.472197,11.9449997,1.0
201628715,166.184407,2.487655,11.191,1.0
201628906,166.436979,2.490381,11.8949995,1.0
201629467,166.092287,2.499658,11.7290001,1.0
201630963,165.071132,2.522327,12.2799997,1.0
201631879,165.16024,2.536908,11.9059992,1.0
201633233,166.749603,2.557698,10.085,1.0
201633363,165.094252,2.559946,11.217,1.0
201633778,165.210958,2.566486,13.9469995,1.0
201633835,166.895114,2.567344,13.3610001,1.0
201634433,165.488694,2.576345,12.1899996,1.0
201634472,164.70079,2.577011,13.3249998,1.0
201634686,165.896907,2.58046,12.0190001,1.0
201634835,166.991622,2.582706,13.1029997,1.0
201634906,166.848372,2.58389,11.6289997,1.0
201635059,166.755925,2.585874,12.5609999,1.0
201635837,164.953223,2.598319,12.4919996,1.0
201636166,165.784692,2.604023,11.2999992,1.0
201636646,164.87983,2.611165,13.4249992,1.0
201636772,165.289761,2.612996,11.6409998,1.0
201636777,166.500289,2.613129,11.9749994,1.0
201637208,165.422875,2.619676,13.2119999,1.0
201637295,166.984091,2.620975,12.5619993,1.0
201637419,165.233515,2.623075,11.8479996,1.0
201637965,166.697454,2.63164,11.6479998,1.0
201638466,165.637395,2.639186,13.1339998,1.0
201639064,166.089469,2.648414,13.1659994,1.0
201639191,166.073572,2.650065,13.6049995,1.0
201639324,165.503764,2.651811,11.6229992,1.0
201639378,165.590387,2.652714,12.2299995,1.0
201639979,166.161276,2.662124,13.0999994,1.0
201640084,165.456904,2.663718,13.5079994,1.0
201640123,165.106917,2.664334,12.1429996,1.0
201640139,166.17568,2.664477,11.493,1.0
201640450,166.335174,2.669645,13.1389999,1.0
201641904,165.341469,2.69232,13.6809998,1.0
201641953,165.380257,2.693063,13.0559998,1.0
201642640,165.439119,2.70318,11.4349995,1.0
201643299,166.291459,2.713325,12.6679993,1.0
201643444,166.346878,2.715206,13.1629992,1.0
201644025,166.823861,2.724263,10.217,1.0
201644767,166.464457,2.735054,13.1749992,1.0
201645791,165.491408,2.751037,10.8659992,1.0
201646296,165.165333,2.759,10.9059992,1.0
201646839,166.63532,2.767107,11.868,1.0
201647281,166.774835,2.773665,13.3280001,1.0
201647493,165.391624,2.777222,12.5079994,1.0
201648387,166.150672,2.791114,13.1119995,1.0
201648439,166.915236,2.791823,11.6929998,1.0
201648892,166.487244,2.798865,10.6879997,1.0
201649439,166.206875,2.807799,13.2979994,1.0
201649842,165.677027,2.814032,13.2599993,1.0
201650157,166.07893,2.818566,13.3280001,1.0
201650331,166.844968,2.821272,13.2049999,1.0
201650338,165.022677,2.821339,12.9369993,1.0
201651090,166.247334,2.83321,11.1099997,1.0
201651228,166.429626,2.835179,13.4879999,1.0
201651242,165.092436,2.835506,13.5169992,1.0
201652334,166.909722,2.852605,11.3339996,1.0
201652899,166.705639,2.861302,9.1889992,1.0
201653342,166.733456,2.868603,13.8439999,1.0
201654070,166.664162,2.879803,13.3289995,1.0
201654500,166.962037,2.886876,12.2149992,1.0
201654538,166.841667,2.887593,13.9589996,1.0
201655068,165.133407,2.896096,13.2649994,1.0
201655076,165.076944,2.896231,11.5479994,1.0
201655159,166.601017,2.897483,12.6779995,1.0
201655504,165.577464,2.903205,11.7360001,1.0
201656348,165.218302,2.916104,12.724,1.0
201656566,165.754947,2.919341,13.073,1.0
201657236,166.596368,2.930138,12.9559994,1.0
201657478,166.284711,2.933576,12.3940001,1.0
201657629,166.650074,2.935891,13.1959991,1.0
201657715,165.825896,2.937429,10.7139997,1.0
201658395,165.57087,2.949326,13.1459999,1.0
201658634,165.733994,2.953292,13.2549992,1.0
201659327,165.993545,2.964511,11.0819998,1.0
201659483,166.115624,2.967326,12.5899992,1.0
201659614,165.13496,2.969227,9.6119995,1.0
201659899,165.684811,2.974124,13.2959995,1.0
201660662,166.893727,2.98684,11.8109999,1.0
201660955,165.572106,2.991365,11.2909994,1.0
201661487,166.853372,3.000338,12.592,1.0
201661761,165.331938,3.00476,13.2909994,1.0
201661820,166.807002,3.00562,13.9399996,1.0
201661954,165.106261,3.00791,13.901,1.0
201662098,166.985949,3.01044,11.901,1.0
201662396,164.735967,3.015883,13.8339996,1.0
201662959,166.554453,3.025542,11.658,1.0
201663542,165.690773,3.034442,12.8049994,1.0
201663879,166.801033,3.040031,12.3319998,1.0
201663976,166.254325,3.041586,13.8940001,1.0
201664731,166.467242,3.053908,10.2139997,1.0
201665681,165.372049,3.070683,13.3459997,1.0
201665713,166.890984,3.071287,13.0199995,1.0
201666067,166.101447,3.076765,13.4299994,1.0
201666253,165.060576,3.080201,12.3129997,1.0
201667087,164.951978,3.094131,12.5839996,1.0
201668425,166.769718,3.117627,13.6469994,1.0
201668436,166.441411,3.117754,12.8299999,1.0
201668772,164.739655,3.123563,13.0639992,1.0
201668870,165.675259,3.125224,10.4939995,1.0
201669024,166.449494,3.127958,13.8529997,1.0
201669267,165.137741,3.131362,12.4899998,1.0
201669777,165.082313,3.139736,13.3779993,1.0
201671983,166.196695,3.175065,12.1379995,1.0
201672437,165.013452,3.182954,13.7229996,1.0
201672496,167.076353,3.183874,12.1209993,1.0
201672531,165.09517,3.184471,13.0109997,1.0
201673181,167.0818,3.194732,9.349,1.0
201673480,166.362518,3.200275,12.5339994,1.0
201674528,166.343825,3.21875,12.0439997,1.0
201674662,165.173459,3.221013,13.1869993,1.0
201674760,166.873197,3.222538,12.7449999,1.0
201674768,167.111194,3.222647,8.526,1.0
201674870,166.242614,3.224395,13.1859999,1.0
201675329,166.551805,3.231971,12.0669994,1.0
201675809,165.110409,3.239907,13.7769995,1.0
201675813,166.791312,3.240016,13.6569996,1.0
201675955,167.035217,3.242276,12.698,1.0
201677793,166.492571,3.271802,12.585,1.0
201679447,166.971673,3.297879,12.0349998,1.0
201680171,165.294452,3.309111,12.5309992,1.0
201680550,165.755094,3.315614,11.1069994,1.0
201681052,166.014085,3.323339,12.783,1.0
201681683,166.225187,3.334093,13.5429993,1.0
201682302,165.663723,3.343567,13.9239998,1.0
201682333,166.490104,3.343986,12.493,1.0
201682980,166.792917,3.355004,11.9819994,1.0
201683377,166.643045,3.361626,12.8540001,1.0
201683690,166.379226,3.366553,12.1539993,1.0
201683786,166.982897,3.368295,13.276,1.0
201684954,166.310798,3.386979,13.6659994,1.0
201685530,165.894998,3.396676,11.6459999,1.0
201688646,167.101758,3.448138,13.9799995,1.0
201688709,165.017598,3.449263,10.948,1.0
201688835,165.356638,3.451167,11.6099997,1.0
201689173,165.561888,3.456752,12.2069998,1.0
201689382,165.230271,3.460078,9.743,1.0
201689485,166.882745,3.46203,12.3729992,1.0
201689750,165.580012,3.466317,12.1009998,1.0
201689981,165.08965,3.470119,9.7629995,1.0
201690160,166.340493,3.473126,13.1549997,1.0
201690301,165.455532,3.475391,12.7199993,1.0
201691374,166.482448,3.493165,11.3459997,1.0
201691677,164.974432,3.498166,13.3409996,1.0
201691726,166.527308,3.498895,11.7669992,1.0
201691924,166.461888,3.502421,12.8699999,1.0
201692243,166.566675,3.508094,13.882,1.0
201692598,166.068321,3.514566,12.3589993,1.0
201693675,167.057113,3.533369,8.8639994,1.0
201694005,164.973134,3.538363,12.4459991,1.0
201694025,165.855985,3.538617,13.4860001,1.0
201694892,165.704086,3.553243,12.3099995,1.0
201695896,165.927348,3.570625,11.2859993,1.0
201696180,165.600534,3.575292,12.2129993,1.0
201696590,166.649242,3.582202,13.2819996,1.0
201696743,166.28922,3.584848,12.2589998,1.0
201697536,165.277241,3.59804,13.8639994,1.0
201697741,165.34729,3.60149,13.0059996,1.0
201697905,165.584889,3.604078,12.3759995,1.0
201698780,165.787662,3.618349,12.9299994,1.0
201699097,165.787081,3.62434,12.177,1.0
201699712,165.040919,3.634914,13.0219994,1.0
201700315,166.274508,3.645238,9.7559996,1.0
201700786,165.875653,3.652785,12.5349998,1.0
201700926,166.947108,3.655375,11.7209997,1.0
201701368,166.110532,3.662704,13.1549997,1.0
201701453,165.212892,3.663844,13.1089993,1.0
201701803,165.946506,3.669948,10.8949995,1.0
201701819,167.182529,3.67029,12.8369999,1.0
201701839,166.356183,3.670783,11.3789997,1.0
201701882,164.839326,3.671515,13.0859995,1.0
201702224,164.925727,3.677341,12.1599998,1.0
201702772,165.156615,3.686545,12.2119999,1.0
201703096,165.190889,3.692118,12.408,1.0
201703298,165.411363,3.695711,13.3249998,1.0
201704122,166.209235,3.709079,13.6879997,1.0
201704703,166.91757,3.718307,10.4329996,1.0
201705320,167.051964,3.72882,13.4089994,1.0
201705973,165.155983,3.739396,8.8259993,1.0
201705990,165.767805,3.739612,12.4379997,1.0
201708322,166.844302,3.779674,12.8049994,1.0
201708734,166.834638,3.786971,13.9829998,1.0
201709621,164.960996,3.801436,13.8499994,1.0
201711020,165.576513,3.82556,12.4279995,1.0
201711446,166.54339,3.83269,12.0739994,1.0
201712013,166.252966,3.84304,13.9889994,1.0
201713443,165.781918,3.867978,12.0339994,1.0
201714405,166.122272,3.885194,13.9419994,1.0
201714612,166.890469,3.888543,13.3379993,1.0
201715683,166.380131,3.907699,11.1809998,1.0
201715783,166.400861,3.909448,13.5199995,1.0
201716228,166.119022,3.917024,13.2269993,1.0
201716316,166.13497,3.918238,13.2690001,1.0
201716831,165.944715,3.926756,11.6749992,1.0
201717478,165.446053,3.937859,12.4379997,1.0
201717598,164.884118,3.940035,11.3280001,1.0
201717809,164.983008,3.943352,13.1559992,1.0
201717978,165.394714,3.946096,12.6399994,1.0
201718031,166.992231,3.946999,11.3429995,1.0
201718655,166.799256,3.957251,11.6499996,1.0
201719000,165.581297,3.963294,12.9319992,1.0
201720675,166.136159,3.99091,12.9779997,1.0
201721586,166.241022,4.0071,13.8039999,1.0
201722040,165.92409,4.014627,12.7129993,1.0
201722757,165.778962,4.027025,13.0909996,1.0
201724103,165.056053,4.050523,12.0609999,1.0
201724463,166.349435,4.056543,12.8739996,1.0
201724802,165.223044,4.062238,13.2869997,1.0
201725213,166.514895,4.069483,10.5679998,1.0
201726151,166.196097,4.085314,12.5429993,1.0
201726603,166.284446,4.092964,12.3779993,1.0
201726651,165.88404,4.09385,13.04,1.0
201727294,166.310097,4.104583,12.4089994,1.0
201728233,166.687163,4.119834,13.3579998,1.0
201728333,164.934824,4.121651,13.2679996,1.0
201728417,166.973037,4.123198,13.349,1.0
201729560,167.121418,4.143591,12.5780001,1.0
201729609,166.190372,4.144305,12.9779997,1.0
201730779,165.625409,4.164282,12.882,1.0
201730878,165.010447,4.165602,12.2939997,1.0
201730880,164.974618,4.165605,11.7439995,1.0
201731480,165.425988,4.174917,12.4759998,1.0
201731970,167.205981,4.183235,10.0299997,1.0
201732187,165.698964,4.186858,13.1529999,1.0
